category,title,description,resource,region,statusWord,message
EC2,Default Security Group In Use,Ensure that AWS EC2 Instances are not associated with default security group.,N/A,ap-south-2,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Default Security Group In Use,Ensure that AWS EC2 Instances are not associated with default security group.,N/A,ap-southeast-4,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Default Security Group In Use,Ensure that AWS EC2 Instances are not associated with default security group.,N/A,eu-south-2,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Default Security Group In Use,Ensure that AWS EC2 Instances are not associated with default security group.,N/A,eu-central-2,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Default Security Group In Use,Ensure that AWS EC2 Instances are not associated with default security group.,N/A,il-central-1,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Default Security Group In Use,Ensure that AWS EC2 Instances are not associated with default security group.,N/A,ca-west-1,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,us-east-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,us-east-2,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,us-west-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,us-west-2,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,af-south-1,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-east-1,OK,Region is not enabled
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-south-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-northeast-3,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ca-central-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,eu-central-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,eu-west-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,eu-west-2,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,eu-west-3,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,arn:aws:ec2:eu-north-1:628279756055:instance/i-0cd0ef69d76b715b1,eu-north-1,FAIL,EC2 instance is exposed to the internet through sg sg-0e926d0fcf8157bf7 > eni eni-029b47c3dfdebaebb  nacl acl-040165c2ceed18188
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,eu-south-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-northeast-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-northeast-2,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-southeast-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-southeast-2,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,sa-east-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,me-south-1,OK,Region is not enabled
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,me-central-1,OK,No instances found
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-southeast-3,OK,Region is not enabled
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-south-2,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ap-southeast-4,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,eu-south-2,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,eu-central-2,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,il-central-1,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EC2,Internet Exposure,Check if EC2 instances are exposed to the internet.,N/A,ca-west-1,UNKNOWN,Unable to query for instances: AWS was not able to validate the provided access credentials
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,us-east-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,us-east-2,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,us-west-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,us-west-2,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,af-south-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-east-1,OK,Region is not enabled
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-south-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-northeast-3,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ca-central-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,eu-central-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,eu-west-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,eu-west-2,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,eu-west-3,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,eu-north-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,eu-south-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-northeast-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-northeast-2,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-southeast-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-southeast-2,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,sa-east-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,me-south-1,OK,Region is not enabled
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,me-central-1,OK,No EFS file systems found
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-southeast-3,OK,Region is not enabled
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-south-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ap-southeast-4,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,eu-south-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,eu-central-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,il-central-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS CMK Encrypted,Ensure EFS file systems are encrypted using Customer Master Keys (CMKs).,N/A,ca-west-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,us-east-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,us-east-2,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,us-west-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,us-west-2,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,af-south-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-east-1,OK,Region is not enabled
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-south-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-northeast-3,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ca-central-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,eu-central-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,eu-west-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,eu-west-2,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,eu-west-3,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,eu-north-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,eu-south-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-northeast-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-northeast-2,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-southeast-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-southeast-2,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,sa-east-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,me-south-1,OK,Region is not enabled
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,me-central-1,OK,No EFS file systems present
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-southeast-3,OK,Region is not enabled
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-south-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ap-southeast-4,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,eu-south-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,eu-central-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,il-central-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Encryption Enabled,Ensures that EFS volumes are encrypted at rest,N/A,ca-west-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,us-east-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,us-east-2,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,us-west-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,us-west-2,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,af-south-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-east-1,OK,Region is not enabled
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-south-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-northeast-3,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ca-central-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,eu-central-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,eu-west-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,eu-west-2,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,eu-west-3,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,eu-north-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,eu-south-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-northeast-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-northeast-2,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-southeast-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-southeast-2,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,sa-east-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,me-south-1,OK,Region is not enabled
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,me-central-1,OK,No EFS file systems present
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-southeast-3,OK,Region is not enabled
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-south-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ap-southeast-4,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,eu-south-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,eu-central-2,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,il-central-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
EFS,EFS Has Tags,Ensure that AWS EFS file systems have tags associated.,N/A,ca-west-1,UNKNOWN,Unable to query for EFS file systems: The security token included in the request is invalid.
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,us-east-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,us-east-2,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,us-west-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,us-west-2,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,af-south-1,UNKNOWN,Unable to query container recipe: The security token included in the request is invalid.
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-east-1,OK,Region is not enabled
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-south-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-northeast-3,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ca-central-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,eu-central-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,eu-west-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,eu-west-2,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,eu-west-3,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,eu-north-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,eu-south-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-northeast-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-northeast-2,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-southeast-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-southeast-2,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,sa-east-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,me-south-1,OK,Region is not enabled
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,me-central-1,OK,No container recipes found
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-southeast-3,OK,Region is not enabled
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-south-2,UNKNOWN,Unable to query container recipe: The security token included in the request is invalid.
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ap-southeast-4,UNKNOWN,Unable to query container recipe: The security token included in the request is invalid.
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,eu-south-2,UNKNOWN,Unable to query container recipe: The security token included in the request is invalid.
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,eu-central-2,UNKNOWN,Unable to query container recipe: The security token included in the request is invalid.
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,il-central-1,UNKNOWN,Unable to query container recipe: The security token included in the request is invalid.
Image Builder,Dockerfile Template Encrypted,Ensure that Image Recipe dockerfile templates are encrypted.,N/A,ca-west-1,UNKNOWN,Unable to query container recipe: The security token included in the request is invalid.
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,us-east-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,us-east-2,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,us-west-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,us-west-2,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,af-south-1,UNKNOWN,Unable to query for ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-east-1,OK,Region is not enabled
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-south-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-northeast-3,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ca-central-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,eu-central-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,eu-west-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,eu-west-2,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,eu-west-3,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,eu-north-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,eu-south-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-northeast-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-northeast-2,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-southeast-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-southeast-2,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,sa-east-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,me-south-1,OK,Region is not enabled
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,me-central-1,OK,No ECR repositories present
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-southeast-3,OK,Region is not enabled
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-south-2,UNKNOWN,Unable to query for ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ap-southeast-4,UNKNOWN,Unable to query for ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,eu-south-2,UNKNOWN,Unable to query for ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,eu-central-2,UNKNOWN,Unable to query for ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,il-central-1,UNKNOWN,Unable to query for ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Policy,Ensures ECR repository policies do not enable global or public access to images,N/A,ca-west-1,UNKNOWN,Unable to query for ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,us-east-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,us-east-2,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,us-west-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,us-west-2,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,af-south-1,UNKNOWN,Unable to query ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-east-1,OK,Region is not enabled
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-south-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-northeast-3,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ca-central-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,eu-central-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,eu-west-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,eu-west-2,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,eu-west-3,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,eu-north-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,eu-south-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-northeast-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-northeast-2,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-southeast-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-southeast-2,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,sa-east-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,me-south-1,OK,Region is not enabled
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,me-central-1,OK,No ECR repositories found
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-southeast-3,OK,Region is not enabled
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-south-2,UNKNOWN,Unable to query ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,ap-southeast-4,UNKNOWN,Unable to query ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,eu-south-2,UNKNOWN,Unable to query ECR repositories: The security token included in the request is invalid.
ECR,ECR Repository Encrypted,Ensure that the images in ECR repository are encrypted using desired encryption level.,N/A,eu-central-2,UNKNOWN,Unable to query ECR repositories: The security token included in the request is invalid.
